Event Type,Week,Away Team,Home Team,Closing Spread,Total,Away Implied Score,Home Implied Score,Favorite,Actual winner,Away Score,Home Score,Favorite Covered,Post Game Spread,Underdog won,Road dog,Road dog won,Home dog,Home dog won,Actual Total,Over/Under
Regular Season,2,IND,GB,2.5,41.5,22.0,19.5,IND,GB,10.0,16.0,False,8.5,True,False,False,True,True,26.0,Under
Regular Season,2,SEA,NE,3.0,39.0,21.0,18.0,SEA,SEA,23.0,20.0,False,Push,False,False,False,True,False,43.0,Over
Regular Season,2,NYJ,TEN,4.0,41.0,22.5,18.5,NYJ,NYJ,24.0,17.0,True,3.0,False,False,False,True,False,41.0,Push
Regular Season,2,TB,DET,7.5,51.5,22.0,29.5,DET,TB,20.0,16.0,False,11.5,True,True,True,False,False,36.0,Under
Regular Season,2,SF,MIN,4.0,46.5,25.25,21.25,SF,MIN,17.0,23.0,False,10.0,True,False,False,True,True,40.0,Under
Regular Season,2,NO,DAL,6.5,47.0,20.25,26.75,DAL,NO,44.0,19.0,False,31.5,True,True,True,False,False,63.0,Over
Regular Season,2,LV,BAL,8.5,42.0,16.75,25.25,BAL,LV,26.0,23.0,False,11.5,True,True,True,False,False,49.0,Over
Regular Season,2,LAC,CAR,4.5,38.5,21.5,17.0,LAC,LAC,26.0,3.0,True,18.5,False,False,False,True,False,29.0,Under
Regular Season,2,LA,ARI,1.0,47.0,23.0,24.0,ARI,ARI,10.0,41.0,True,30.0,False,True,False,False,False,51.0,Over
Regular Season,2,PIT,DEN,2.5,36.5,19.5,17.0,PIT,PIT,13.0,6.0,True,4.5,False,False,False,True,False,19.0,Under
Regular Season,2,CIN,KC,6.5,47.5,20.5,27.0,KC,KC,25.0,26.0,False,5.5,False,True,False,False,False,51.0,Over
Regular Season,2,CHI,HOU,6.0,45.5,19.75,25.75,HOU,HOU,13.0,19.0,False,Push,False,True,False,False,False,32.0,Under
Regular Season,2,ATL,PHI,5.5,46.5,20.5,26.0,PHI,ATL,22.0,21.0,False,6.5,True,True,True,False,False,43.0,Under
Regular Season,3,NE,NYJ,6.5,39.0,16.25,22.75,NYJ,NYJ,3.0,24.0,True,14.5,False,True,False,False,False,27.0,Under
Regular Season,3,CHI,IND,2.0,43.5,20.75,22.75,IND,IND,16.0,21.0,True,3.0,False,True,False,False,False,37.0,Under
Regular Season,3,NYG,CLE,6.5,38.0,15.75,22.25,CLE,NYG,21.0,15.0,False,12.5,True,True,True,False,False,36.0,Under
Regular Season,3,HOU,MIN,1.5,46.5,24.0,22.5,HOU,MIN,7.0,34.0,False,28.5,True,False,False,True,True,41.0,Under
Regular Season,3,PHI,NO,2.5,49.0,23.25,25.75,NO,PHI,15.0,12.0,False,5.5,True,True,True,False,False,27.0,Under
Regular Season,3,GB,TEN,3.0,37.0,17.0,20.0,TEN,GB,30.0,14.0,False,19.0,True,True,True,False,False,44.0,Over
Regular Season,3,DEN,TB,6.0,40.5,17.25,23.25,TB,DEN,26.0,7.0,False,25.0,True,True,True,False,False,33.0,Under
Regular Season,3,LAC,PIT,2.5,36.0,16.75,19.25,PIT,PIT,10.0,20.0,True,7.5,False,True,False,False,False,30.0,Under
Regular Season,3,CAR,LV,5.5,40.0,17.25,22.75,LV,CAR,36.0,22.0,False,19.5,True,True,True,False,False,58.0,Over
Regular Season,3,MIA,SEA,4.0,41.5,18.75,22.75,SEA,SEA,3.0,24.0,True,17.0,False,True,False,False,False,27.0,Under
Regular Season,3,BAL,DAL,1.0,47.5,24.25,23.25,BAL,BAL,28.0,25.0,True,2.0,False,False,False,True,False,53.0,Over
Regular Season,3,SF,LA,6.0,44.5,25.25,19.25,SF,LA,24.0,27.0,False,9.0,True,False,False,True,True,51.0,Over
Regular Season,3,DET,ARI,3.0,51.5,27.25,24.25,DET,DET,20.0,13.0,True,4.0,False,False,False,True,False,33.0,Under
Regular Season,3,KC,ATL,3.0,46.5,24.75,21.75,KC,KC,22.0,17.0,True,2.0,False,False,False,True,False,39.0,Under
Regular Season,3,JAC,BUF,4.5,46.5,21.0,25.5,BUF,BUF,10.0,47.0,True,32.5,False,True,False,False,False,57.0,Over
Regular Season,3,WAS,CIN,7.5,45.5,19.0,26.5,CIN,WAS,38.0,33.0,False,12.5,True,True,True,False,False,71.0,Over
Regular Season,4,DAL,NYG,5.0,45.0,25.0,20.0,DAL,DAL,20.0,15.0,False,Push,False,False,False,True,False,35.0,Under
Regular Season,4,MIN,GB,2.5,44.5,21.0,23.5,GB,MIN,31.0,29.0,False,4.5,True,True,True,False,False,60.0,Over
Regular Season,4,PHI,TB,1.0,42.5,21.75,20.75,PHI,TB,16.0,33.0,False,18.0,True,False,False,True,True,49.0,Over
Regular Season,4,CIN,CAR,4.5,46.5,25.5,21.0,CIN,CIN,34.0,24.0,True,5.5,False,False,False,True,False,58.0,Over
Regular Season,4,DEN,NYJ,8.0,39.5,15.75,23.75,NYJ,DEN,10.0,9.0,False,9.0,True,True,True,False,False,19.0,Under
Regular Season,4,LA,CHI,3.0,40.5,18.75,21.75,CHI,CHI,18.0,24.0,True,3.0,False,True,False,False,False,42.0,Over
Regular Season,4,NO,ATL,2.5,43.0,20.25,22.75,ATL,ATL,24.0,26.0,False,0.5,False,True,False,False,False,50.0,Over
Regular Season,4,PIT,IND,2.5,41.0,21.75,19.25,PIT,IND,24.0,27.0,False,5.5,True,False,False,True,True,51.0,Over
Regular Season,4,JAC,HOU,5.5,44.5,19.5,25.0,HOU,HOU,20.0,24.0,False,1.5,False,True,False,False,False,44.0,Under
Regular Season,4,NE,SF,10.5,42.0,15.75,26.25,SF,SF,13.0,30.0,True,6.5,False,True,False,False,False,43.0,Over
Regular Season,4,WAS,ARI,3.5,48.5,22.5,26.0,ARI,WAS,42.0,14.0,False,31.5,True,True,True,False,False,56.0,Over
Regular Season,4,KC,LAC,7.0,42.0,24.5,17.5,KC,KC,17.0,10.0,False,Push,False,False,False,True,False,27.0,Under
Regular Season,4,CLE,LV,2.5,37.0,19.75,17.25,CLE,LV,16.0,20.0,False,6.5,True,False,False,True,True,36.0,Under
Regular Season,4,BUF,BAL,2.5,47.5,22.5,25.0,BAL,BAL,10.0,35.0,True,22.5,False,True,False,False,False,45.0,Under
Regular Season,4,TEN,MIA,2.5,37.5,17.5,20.0,MIA,TEN,31.0,12.0,False,21.5,True,True,True,False,False,43.0,Over
Regular Season,4,SEA,DET,4.0,47.0,21.5,25.5,DET,DET,29.0,42.0,True,9.0,False,True,False,False,False,71.0,Over
Regular Season,5,TB,ATL,2.5,43.5,20.5,23.0,ATL,ATL,30.0,36.0,True,3.5,False,True,False,False,False,66.0,Over
Regular Season,5,NYJ,MIN,2.5,42.0,19.75,22.25,MIN,MIN,17.0,23.0,True,3.5,False,True,False,False,False,40.0,Under
Regular Season,5,MIA,NE,2.0,37.0,19.5,17.5,MIA,MIA,15.0,10.0,True,3.0,False,False,False,True,False,25.0,Under
Regular Season,5,IND,JAC,3.5,45.0,20.75,24.25,JAC,JAC,34.0,37.0,False,0.5,False,True,False,False,False,71.0,Over
Regular Season,5,CAR,CHI,4.0,40.0,18.0,22.0,CHI,CHI,10.0,36.0,True,22.0,False,True,False,False,False,46.0,Over
Regular Season,5,BAL,CIN,2.5,48.5,25.5,23.0,BAL,BAL,41.0,38.0,True,0.5,False,False,False,True,False,79.0,Over
Regular Season,5,CLE,WAS,3.0,43.5,20.25,23.25,WAS,WAS,13.0,34.0,True,18.0,False,True,False,False,False,47.0,Over
Regular Season,5,BUF,HOU,1.5,48.0,23.25,24.75,HOU,HOU,20.0,23.0,True,1.5,False,True,False,False,False,43.0,Under
Regular Season,5,ARI,SF,7.5,49.0,20.75,28.25,SF,ARI,24.0,23.0,False,8.5,True,True,True,False,False,47.0,Under
Regular Season,5,LV,DEN,3.0,36.0,16.5,19.5,DEN,DEN,18.0,34.0,True,13.0,False,True,False,False,False,52.0,Over
Regular Season,5,NYG,SEA,7.0,42.5,17.75,24.75,SEA,NYG,29.0,20.0,False,16.0,True,True,True,False,False,49.0,Over
Regular Season,5,GB,LA,3.0,49.5,26.25,23.25,GB,GB,24.0,19.0,True,2.0,False,False,False,True,False,43.0,Under
Regular Season,5,DAL,PIT,2.5,43.5,20.5,23.0,PIT,DAL,20.0,17.0,False,5.5,True,True,True,False,False,37.0,Under
Regular Season,5,NO,KC,5.5,43.0,18.75,24.25,KC,KC,13.0,26.0,True,7.5,False,True,False,False,False,39.0,Under
Regular Season,6,SF,SEA,3.5,49.0,26.25,22.75,SF,SF,36.0,24.0,True,8.5,False,False,False,True,False,60.0,Over
Regular Season,6,JAC,CHI,1.0,44.5,22.75,21.75,JAC,CHI,16.0,35.0,False,20.0,True,False,False,True,True,51.0,Over
Regular Season,6,HOU,NE,6.5,39.0,22.75,16.25,HOU,HOU,41.0,21.0,True,13.5,False,False,False,True,False,62.0,Over
Regular Season,6,TB,NO,3.5,42.5,23.0,19.5,TB,TB,51.0,27.0,True,20.5,False,False,False,True,False,78.0,Over
Regular Season,6,ARI,GB,5.5,47.0,20.75,26.25,GB,GB,13.0,34.0,True,15.5,False,True,False,False,False,47.0,Push
Regular Season,6,CLE,PHI,8.0,42.0,17.0,25.0,PHI,PHI,16.0,20.0,False,4.0,False,True,False,False,False,36.0,Under
Regular Season,6,WAS,BAL,7.0,50.5,21.75,28.75,BAL,BAL,23.0,30.0,False,Push,False,True,False,False,False,53.0,Over
Regular Season,6,IND,TEN,2.5,41.5,19.5,22.0,TEN,IND,20.0,17.0,False,5.5,True,True,True,False,False,37.0,Under
Regular Season,6,PIT,LV,3.5,37.0,20.25,16.75,PIT,PIT,32.0,13.0,True,15.5,False,False,False,True,False,45.0,Over
Regular Season,6,LAC,DEN,3.0,37.0,20.0,17.0,LAC,LAC,23.0,16.0,True,4.0,False,False,False,True,False,39.0,Over
Regular Season,6,ATL,CAR,6.0,46.0,26.0,20.0,ATL,ATL,38.0,20.0,True,12.0,False,False,False,True,False,58.0,Over
Regular Season,6,DET,DAL,3.5,53.5,28.5,25.0,DET,DET,47.0,9.0,True,34.5,False,False,False,True,False,56.0,Over
Regular Season,6,CIN,NYG,4.0,46.5,25.25,21.25,CIN,CIN,17.0,7.0,True,6.0,False,False,False,True,False,24.0,Under
Regular Season,6,BUF,NYJ,1.0,42.0,21.5,20.5,BUF,BUF,23.0,20.0,True,2.0,False,False,False,True,False,43.0,Over
Regular Season,7,DEN,NO,2.5,37.5,20.0,17.5,DEN,DEN,33.0,10.0,True,20.5,False,False,False,True,False,43.0,Over
Regular Season,7,NE,JAC,6.5,42.5,18.0,24.5,JAC,JAC,16.0,32.0,True,9.5,False,True,False,False,False,48.0,Over
Regular Season,7,DET,MIN,1.0,49.0,24.0,25.0,MIN,DET,31.0,29.0,False,3.0,True,True,True,False,False,60.0,Over
Regular Season,7,SEA,ATL,3.0,51.5,24.25,27.25,ATL,SEA,34.0,14.0,False,23.0,True,True,True,False,False,48.0,Under
Regular Season,7,PHI,NYG,3.0,42.0,22.5,19.5,PHI,PHI,28.0,3.0,True,22.0,False,False,False,True,False,31.0,Under
Regular Season,7,CIN,CLE,5.0,42.5,23.75,18.75,CIN,CIN,21.0,14.0,True,2.0,False,False,False,True,False,35.0,Under
Regular Season,7,MIA,IND,3.0,44.0,20.5,23.5,IND,IND,10.0,16.0,True,3.0,False,True,False,False,False,26.0,Under
Regular Season,7,HOU,GB,3.0,47.5,22.25,25.25,GB,GB,22.0,24.0,False,1.0,False,True,False,False,False,46.0,Under
Regular Season,7,TEN,BUF,9.5,41.0,15.75,25.25,BUF,BUF,10.0,34.0,True,14.5,False,True,False,False,False,44.0,Over
Regular Season,7,LV,LA,7.5,43.5,18.0,25.5,LA,LA,15.0,20.0,False,2.5,False,True,False,False,False,35.0,Under
Regular Season,7,CAR,WAS,10.5,51.0,20.25,30.75,WAS,WAS,7.0,40.0,True,22.5,False,True,False,False,False,47.0,Under
Regular Season,7,KC,SF,2.0,47.5,22.75,24.75,SF,KC,28.0,18.0,False,12.0,True,True,True,False,False,46.0,Under
Regular Season,7,NYJ,PIT,2.5,40.0,21.25,18.75,NYJ,PIT,15.0,37.0,False,24.5,True,False,False,True,True,52.0,Over
Regular Season,7,BAL,TB,4.0,51.0,27.5,23.5,BAL,BAL,41.0,31.0,True,6.0,False,False,False,True,False,72.0,Over
Regular Season,7,LAC,ARI,1.0,44.5,22.75,21.75,LAC,ARI,15.0,17.0,False,3.0,True,False,False,True,True,32.0,Under
Regular Season,8,MIN,LA,2.5,46.5,24.5,22.0,MIN,LA,20.0,30.0,False,12.5,True,False,False,True,True,50.0,Over
Regular Season,8,ATL,TB,1.5,47.5,24.5,23.0,ATL,ATL,31.0,26.0,True,3.5,False,False,False,True,False,57.0,Over
Regular Season,8,GB,JAC,3.5,49.0,26.25,22.75,GB,GB,30.0,27.0,False,0.5,False,False,False,True,False,57.0,Over
Regular Season,8,ARI,MIA,5.0,46.5,20.75,25.75,MIA,ARI,28.0,27.0,False,6.0,True,True,True,False,False,55.0,Over
Regular Season,8,NYJ,NE,7.0,41.0,24.0,17.0,NYJ,NE,22.0,25.0,False,10.0,True,False,False,True,True,47.0,Over
Regular Season,8,TEN,DET,12.5,45.5,16.5,29.0,DET,DET,14.0,52.0,True,25.5,False,True,False,False,False,66.0,Over
Regular Season,8,PHI,CIN,2.5,47.5,22.5,25.0,CIN,PHI,37.0,17.0,False,22.5,True,True,True,False,False,54.0,Over
Regular Season,8,IND,HOU,4.5,45.0,20.25,24.75,HOU,HOU,20.0,23.0,False,1.5,False,True,False,False,False,43.0,Under
Regular Season,8,BAL,CLE,7.5,44.5,26.0,18.5,BAL,CLE,24.0,29.0,False,12.5,True,False,False,True,True,53.0,Over
Regular Season,8,NO,LAC,7.5,41.5,17.0,24.5,LAC,LAC,8.0,26.0,True,10.5,False,True,False,False,False,34.0,Under
Regular Season,8,BUF,SEA,3.0,45.0,24.0,21.0,BUF,BUF,31.0,10.0,True,18.0,False,False,False,True,False,41.0,Under
Regular Season,8,CHI,WAS,1.0,46.0,22.5,23.5,WAS,WAS,15.0,18.0,True,2.0,False,True,False,False,False,33.0,Under
Regular Season,8,CAR,DEN,13.0,40.5,13.75,26.75,DEN,DEN,14.0,28.0,True,1.0,False,True,False,False,False,42.0,Over
Regular Season,8,KC,LV,8.5,43.0,25.75,17.25,KC,KC,27.0,20.0,False,1.5,False,False,False,True,False,47.0,Over
Regular Season,8,DAL,SF,5.5,48.0,21.25,26.75,SF,SF,24.0,30.0,True,0.5,False,True,False,False,False,54.0,Over
Regular Season,8,NYG,PIT,6.0,37.5,15.75,21.75,PIT,PIT,18.0,26.0,True,2.0,False,True,False,False,False,44.0,Over
Regular Season,9,HOU,NYJ,2.5,43.0,20.25,22.75,NYJ,NYJ,13.0,21.0,True,5.5,False,True,False,False,False,34.0,Under
Regular Season,9,NE,TEN,3.5,38.0,17.25,20.75,TEN,TEN,17.0,20.0,False,0.5,False,True,False,False,False,37.0,Under
Regular Season,9,DEN,BAL,9.0,46.5,18.75,27.75,BAL,BAL,10.0,41.0,True,22.0,False,True,False,False,False,51.0,Over
Regular Season,9,LV,CIN,7.5,44.0,18.25,25.75,CIN,CIN,24.0,41.0,True,9.5,False,True,False,False,False,65.0,Over
Regular Season,9,WAS,NYG,4.0,44.0,24.0,20.0,WAS,WAS,27.0,22.0,True,1.0,False,False,False,True,False,49.0,Over
Regular Season,9,MIA,BUF,6.0,49.0,21.5,27.5,BUF,BUF,27.0,30.0,False,3.0,False,True,False,False,False,57.0,Over
Regular Season,9,NO,CAR,7.0,43.0,25.0,18.0,NO,CAR,22.0,23.0,False,8.0,True,False,False,True,True,45.0,Over
Regular Season,9,DAL,ATL,3.0,52.0,24.5,27.5,ATL,ATL,21.0,27.0,True,3.0,False,True,False,False,False,48.0,Under
Regular Season,9,LAC,CLE,2.0,41.5,21.75,19.75,LAC,LAC,27.0,10.0,True,15.0,False,False,False,True,False,37.0,Under
Regular Season,9,JAC,PHI,7.5,46.0,19.25,26.75,PHI,PHI,23.0,28.0,False,2.5,False,True,False,False,False,51.0,Over
Regular Season,9,CHI,ARI,1.5,44.5,21.5,23.0,ARI,ARI,9.0,29.0,True,18.5,False,True,False,False,False,38.0,Under
Regular Season,9,DET,GB,2.5,48.5,25.5,23.0,DET,DET,24.0,14.0,True,7.5,False,False,False,True,False,38.0,Under
Regular Season,9,LA,SEA,2.0,48.5,25.25,23.25,LA,LA,26.0,20.0,True,4.0,False,False,False,True,False,46.0,Under
Regular Season,9,IND,MIN,5.5,46.0,20.25,25.75,MIN,MIN,13.0,21.0,True,2.5,False,True,False,False,False,34.0,Under
Regular Season,9,TB,KC,9.0,45.5,18.25,27.25,KC,KC,24.0,30.0,False,3.0,False,True,False,False,False,54.0,Over
Regular Season,10,CIN,BAL,6.0,53.0,23.5,29.5,BAL,BAL,34.0,35.0,False,5.0,False,True,False,False,False,69.0,Over
Regular Season,10,NYG,CAR,6.5,40.5,23.5,17.0,NYG,CAR,17.0,20.0,False,9.5,True,False,False,True,True,37.0,Under
Regular Season,10,MIN,JAC,7.0,42.5,24.75,17.75,MIN,MIN,12.0,7.0,False,2.0,False,False,False,True,False,19.0,Under
Regular Season,10,BUF,IND,4.5,47.0,25.75,21.25,BUF,BUF,30.0,20.0,True,5.5,False,False,False,True,False,50.0,Over
Regular Season,10,DEN,KC,7.0,42.5,17.75,24.75,KC,KC,14.0,16.0,False,5.0,False,True,False,False,False,30.0,Under
Regular Season,10,PIT,WAS,2.0,45.5,21.75,23.75,WAS,PIT,28.0,27.0,False,3.0,True,True,True,False,False,55.0,Over
Regular Season,10,NE,CHI,6.0,37.5,15.75,21.75,CHI,NE,19.0,3.0,False,22.0,True,True,True,False,False,22.0,Under
Regular Season,10,SF,TB,6.5,50.0,28.25,21.75,SF,SF,23.0,20.0,False,3.5,False,False,False,True,False,43.0,Under
Regular Season,10,ATL,NO,3.5,47.5,25.5,22.0,ATL,NO,17.0,20.0,False,6.5,True,False,False,True,True,37.0,Under
Regular Season,10,TEN,LAC,8.5,39.5,15.5,24.0,LAC,LAC,17.0,27.0,True,1.5,False,True,False,False,False,44.0,Over
Regular Season,10,NYJ,ARI,2.0,46.0,24.0,22.0,NYJ,ARI,6.0,31.0,False,27.0,True,False,False,True,True,37.0,Under
Regular Season,10,PHI,DAL,7.0,45.0,26.0,19.0,PHI,PHI,34.0,6.0,True,21.0,False,False,False,True,False,40.0,Under
Regular Season,10,DET,HOU,4.0,49.0,26.5,22.5,DET,DET,26.0,23.0,False,1.0,False,False,False,True,False,49.0,Push
Regular Season,10,MIA,LA,2.0,49.5,23.75,25.75,LA,MIA,23.0,15.0,False,10.0,True,True,True,False,False,38.0,Under
Regular Season,11,WAS,PHI,4.5,49.5,22.5,27.0,PHI,PHI,18.0,26.0,True,3.5,False,True,False,False,False,44.0,Under
Regular Season,11,LA,NE,4.0,42.0,23.0,19.0,LA,LA,28.0,22.0,True,2.0,False,False,False,True,False,50.0,Over
Regular Season,11,GB,CHI,6.0,41.0,23.5,17.5,GB,GB,20.0,19.0,False,5.0,False,False,False,True,False,39.0,Under
Regular Season,11,LV,MIA,7.5,43.5,18.0,25.5,MIA,MIA,19.0,34.0,True,7.5,False,True,False,False,False,53.0,Over
Regular Season,11,CLE,NO,1.0,44.0,22.5,21.5,CLE,NO,14.0,35.0,False,22.0,True,False,False,True,True,49.0,Over
Regular Season,11,MIN,TEN,6.0,40.0,23.0,17.0,MIN,MIN,23.0,13.0,True,4.0,False,False,False,True,False,36.0,Under
Regular Season,11,IND,NYJ,4.0,43.0,19.5,23.5,NYJ,IND,28.0,27.0,False,5.0,True,True,True,False,False,55.0,Over
Regular Season,11,BAL,PIT,3.5,48.5,26.0,22.5,BAL,PIT,16.0,18.0,False,5.5,True,False,False,True,True,34.0,Under
Regular Season,11,JAC,DET,13.5,47.5,17.0,30.5,DET,DET,6.0,52.0,True,32.5,False,True,False,False,False,58.0,Over
Regular Season,11,SEA,SF,6.0,48.5,21.25,27.25,SF,SEA,20.0,17.0,False,9.0,True,True,True,False,False,37.0,Under
Regular Season,11,ATL,DEN,2.0,45.0,21.5,23.5,DEN,DEN,6.0,38.0,True,30.0,False,True,False,False,False,44.0,Under
Regular Season,11,KC,BUF,2.5,47.5,22.5,25.0,BUF,BUF,21.0,30.0,True,6.5,False,True,False,False,False,51.0,Over
Regular Season,11,CIN,LAC,1.0,48.0,23.5,24.5,LAC,LAC,27.0,34.0,True,6.0,False,True,False,False,False,61.0,Over
Regular Season,11,HOU,DAL,7.0,41.5,24.25,17.25,HOU,HOU,34.0,10.0,True,17.0,False,False,False,True,False,44.0,Over
Regular Season,12,PIT,CLE,3.5,36.5,20.0,16.5,PIT,CLE,19.0,24.0,False,8.5,True,False,False,True,True,43.0,Over
Regular Season,12,DET,IND,7.0,50.5,28.75,21.75,DET,DET,24.0,6.0,True,11.0,False,False,False,True,False,30.0,Under
Regular Season,12,NE,MIA,7.5,45.5,19.0,26.5,MIA,MIA,15.0,34.0,True,11.5,False,True,False,False,False,49.0,Over
Regular Season,12,KC,CAR,10.5,43.0,26.75,16.25,KC,KC,30.0,27.0,False,7.5,False,False,False,True,False,57.0,Over
Regular Season,12,MIN,CHI,3.0,39.5,21.25,18.25,MIN,MIN,30.0,27.0,False,Push,False,False,False,True,False,57.0,Over
Regular Season,12,TB,NYG,6.0,40.0,23.0,17.0,TB,TB,30.0,7.0,True,17.0,False,False,False,True,False,37.0,Under
Regular Season,12,DAL,WAS,10.5,44.5,17.0,27.5,WAS,DAL,34.0,26.0,False,18.5,True,True,True,False,False,60.0,Over
Regular Season,12,TEN,HOU,8.0,41.0,16.5,24.5,HOU,TEN,32.0,27.0,False,13.0,True,True,True,False,False,59.0,Over
Regular Season,12,DEN,LV,5.5,41.5,23.5,18.0,DEN,DEN,29.0,19.0,True,4.5,False,False,False,True,False,48.0,Over
Regular Season,12,ARI,SEA,1.0,46.5,23.75,22.75,ARI,SEA,6.0,16.0,False,11.0,True,False,False,True,True,22.0,Under
Regular Season,12,SF,GB,6.0,45.0,19.5,25.5,GB,GB,10.0,38.0,True,22.0,False,True,False,False,False,48.0,Over
Regular Season,12,PHI,LA,3.0,48.5,25.75,22.75,PHI,PHI,37.0,20.0,True,14.0,False,False,False,True,False,57.0,Over
Regular Season,12,BAL,LAC,3.0,50.5,26.75,23.75,BAL,BAL,30.0,23.0,True,4.0,False,False,False,True,False,53.0,Over
Regular Season,13,CHI,DET,9.5,48.0,19.25,28.75,DET,DET,20.0,23.0,False,6.5,False,True,False,False,False,43.0,Under
Regular Season,13,NYG,DAL,4.0,39.0,17.5,21.5,DAL,DAL,20.0,27.0,True,3.0,False,True,False,False,False,47.0,Over
Regular Season,13,MIA,GB,3.5,47.5,22.0,25.5,GB,GB,17.0,30.0,True,9.5,False,True,False,False,False,47.0,Under
Regular Season,13,LV,KC,13.5,42.5,14.5,28.0,KC,KC,17.0,19.0,False,11.5,False,True,False,False,False,36.0,Under
Regular Season,13,ARI,MIN,3.5,45.5,21.0,24.5,MIN,MIN,22.0,23.0,False,2.5,False,True,False,False,False,45.0,Under
Regular Season,13,PIT,CIN,3.0,46.0,21.5,24.5,CIN,PIT,44.0,38.0,False,9.0,True,True,True,False,False,82.0,Over
Regular Season,13,TEN,WAS,6.0,45.0,19.5,25.5,WAS,WAS,19.0,42.0,True,17.0,False,True,False,False,False,61.0,Over
Regular Season,13,HOU,JAC,3.0,45.0,24.0,21.0,HOU,HOU,23.0,20.0,False,Push,False,False,False,True,False,43.0,Under
Regular Season,13,SEA,NYJ,1.5,41.5,20.0,21.5,NYJ,SEA,26.0,21.0,False,6.5,True,True,True,False,False,47.0,Over
Regular Season,13,LAC,ATL,1.0,47.0,23.0,24.0,ATL,LAC,17.0,13.0,False,5.0,True,True,True,False,False,30.0,Under
Regular Season,13,IND,NE,2.0,41.0,21.5,19.5,IND,IND,25.0,24.0,False,1.0,False,False,False,True,False,49.0,Over
Regular Season,13,LA,NO,3.0,49.0,26.0,23.0,LA,LA,21.0,14.0,True,4.0,False,False,False,True,False,35.0,Under
Regular Season,13,TB,CAR,6.5,46.0,26.25,19.75,TB,TB,26.0,23.0,False,3.5,False,False,False,True,False,49.0,Over
Regular Season,13,PHI,BAL,3.0,50.0,23.5,26.5,BAL,PHI,24.0,19.0,False,8.0,True,True,True,False,False,43.0,Under
Regular Season,13,SF,BUF,6.5,45.5,19.5,26.0,BUF,BUF,10.0,35.0,True,18.5,False,True,False,False,False,45.0,Under
Regular Season,13,CLE,DEN,6.0,41.5,17.75,23.75,DEN,DEN,32.0,41.0,True,3.0,False,True,False,False,False,73.0,Over
Regular Season,14,GB,DET,3.5,53.0,24.75,28.25,DET,DET,31.0,34.0,False,0.5,False,True,False,False,False,65.0,Over
Regular Season,14,LV,TB,6.5,47.0,20.25,26.75,TB,TB,13.0,28.0,True,8.5,False,True,False,False,False,41.0,Under
